,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceToSalaryRatio,IsZeroBalance,ProductPerYear,AgeGroup_Encoded,Gender_Encoded,Geography_Encoded,Geo_Gender_Encoded
0,-0.32687761344498545,0.3426149903169967,-1.041759679225311,-1.2258476714090278,-0.9248266620549408,1,1,0.021886493995386162,1,-0.03788227353126126,1,-0.09870384152964361,0.0,0,0,0
1,-0.4408036477938507,0.24001107611090047,-1.3875375865624429,0.11735002143511067,-0.9248266620549408,0,1,0.2165337518873403,0,-0.030439348322615935,0,0.39653054395266635,0.0,0,2,4
2,-1.53863634242837,0.3426149903169967,1.0329077647974803,1.3330533457228904,2.5836204625844403,1,0,0.2406869000634882,1,-0.0238757602747538,0,-0.09870384152964361,0.0,0,0,0
3,0.5016753636376707,0.034803247698707865,-1.3875375865624429,-1.2258476714090278,0.8293969002647495,0,0,-0.10891791702847121,0,-0.03788227353126126,1,1.8822337003995964,0.0,0,0,0
4,2.0655691078811844,0.44521890452309304,-1.041759679225311,0.7857278997960591,-0.9248266620549408,1,1,-0.36527578251440274,0,-0.02201997465971169,0,-0.09870384152964361,0.0,0,2,4
5,-0.05759789589312218,0.5478228187291894,1.0329077647974803,0.5973285944410415,0.8293969002647495,1,0,0.8636502870218095,1,-0.03029013870913439,0,-0.42886009851785023,0.0,1,2,5
6,1.7755755659022545,1.1634463039657672,0.6871298574603485,-1.2258476714090278,0.8293969002647495,1,1,-1.5654872211931183,0,-0.03788227353126126,1,-0.3463210342707985,1.0,1,0,1
7,-2.7711088958388217,-0.991235894362255,-0.35020386455104713,0.6180189508533647,3.4607322437442853,1,0,0.33485372981012046,1,-0.028247550434175706,0,0.9908118065314382,2.0,0,1,2
8,-1.5489932546419034,0.5478228187291894,-0.35020386455104713,1.0508202865849028,0.8293969002647495,0,1,-0.4373288460949081,0,-0.01893696172181153,0,0.09938991266328048,0.0,1,0,1
9,0.34632168043467276,-1.1964437227744475,-1.041759679225311,0.9314633619936777,-0.9248266620549408,1,1,-0.49323048409247083,0,-0.019125584580906563,0,-0.09870384152964361,2.0,1,0,1
10,-1.2693566248765071,-0.7860280659500625,0.3413519501232166,0.409185402285092,0.8293969002647495,0,0,-0.34619970089236274,0,-0.02516560207889557,0,-0.240199380238875,0.0,1,0,1
11,-1.5904209034960362,-1.5042554653927365,-0.6959817718881789,-1.2258476714090278,0.8293969002647495,1,0,-0.412123315592307,0,-0.03788227353126126,1,0.39653054395266635,2.0,1,2,5
12,-1.8079160599802333,-0.47821632333177366,1.7244635794717438,-1.2258476714090278,0.8293969002647495,1,0,-1.283817056739873,0,-0.03788227353126126,1,-0.5489169192408344,0.0,0,0,0
13,-1.0518614683923098,-1.4016515511866403,-0.004425957213915236,-1.2258476714090278,0.8293969002647495,0,0,1.5783569986897874,0,-0.03788227353126126,1,-0.09870384152964361,2.0,0,0,0
14,-0.1611670180284542,-0.37561240912567734,0.6871298574603485,-1.2258476714090278,0.8293969002647495,1,1,-0.5936359656444845,0,-0.03788227353126126,1,-0.3463210342707985,0.0,0,2,4
15,-0.35794835008558507,0.6504267329352856,-0.6959817718881789,1.0681029591182611,0.8293969002647495,0,1,-0.6218824846013182,0,-0.0156437112784455,0,0.39653054395266635,0.0,1,1,3
16,0.025257401815143438,1.9842776176145376,-1.3875375865624429,0.8993931172292712,-0.9248266620549408,1,0,-1.651825870574206,1,0.22205926317685315,0,0.39653054395266635,1.0,1,1,3
17,-1.0518614683923098,-1.5042554653927365,1.3786856721346121,-1.2258476714090278,0.8293969002647495,1,1,-1.4899561835690913,0,-0.03788227353126126,1,-0.49489134991549144,2.0,0,2,4
18,-0.658298804278048,0.6504267329352856,0.3413519501232166,-1.2258476714090278,-0.9248266620549408,0,0,1.0189010247747559,0,-0.03788227353126126,1,-0.6646859963665693,0.0,1,2,5
19,0.7813119934030671,-1.5042554653927365,0.3413519501232166,-1.2258476714090278,0.8293969002647495,1,1,-0.7888730584424746,0,-0.03788227353126126,1,-0.240199380238875,2.0,0,0,0
20,0.8434534666842664,0.24001107611090047,1.0329077647974803,-1.2258476714090278,0.8293969002647495,1,1,1.2310704831801604,0,-0.03788227353126126,1,-0.42886009851785023,0.0,1,0,1
21,-0.15081010581492102,-0.6834241517439662,1.0329077647974803,-1.2258476714090278,0.8293969002647495,1,0,0.6688717421740601,0,-0.03788227353126126,1,-0.42886009851785023,0.0,0,2,4
22,-1.4557810447201047,-0.06780066650738843,-0.35020386455104713,-1.2258476714090278,-0.9248266620549408,1,0,0.32731820632749364,1,-0.03788227353126126,1,-0.49489134991549144,0.0,0,2,4
23,0.19096799723167468,0.753030647141382,-0.6959817718881789,-1.2258476714090278,0.8293969002647495,0,1,-1.5928757668520803,0,-0.03788227353126126,1,0.39653054395266635,1.0,1,0,1
24,2.0241414590270517,-0.06780066650738843,-0.004425957213915236,-1.2258476714090278,-0.9248266620549408,1,1,1.5219882921316075,0,-0.03788227353126126,1,-0.5939382270119536,0.0,0,0,0
25,-0.76186792641338,-1.4016515511866403,-0.6959817718881789,-1.2258476714090278,0.8293969002647495,0,1,0.42460549226186645,0,-0.03788227353126126,1,0.39653054395266635,2.0,1,0,1
26,1.0920193598090633,-0.27300849491958107,-1.041759679225311,0.9669114802146295,-0.9248266620549408,1,1,1.2163903409521621,0,-0.029840409143857886,0,-0.09870384152964361,0.0,1,1,3
27,-0.8240093996945792,0.5478228187291894,1.3786856721346121,-1.2258476714090278,0.8293969002647495,0,0,-1.0721517054667205,0,-0.03788227353126126,1,-0.49489134991549144,0.0,1,0,1
28,-0.7929386630539795,0.44521890452309304,-0.6959817718881789,1.0395750259469725,-0.9248266620549408,1,1,0.0016900390538911723,0,-0.023781071981960843,0,-0.3463210342707985,0.0,0,1,2
29,-2.481115353859892,-0.991235894362255,-1.7333154938995747,-0.26907463110798313,0.8293969002647495,1,1,-0.8104496783748915,0,-0.02672629197187334,0,4.8536400132934565,2.0,1,0,1
30,-0.6168711554239152,0.034803247698707865,-0.6959817718881789,-1.2258476714090278,2.5836204625844403,1,0,0.7021528985231289,1,-0.03788227353126126,1,1.1393821221761313,0.0,0,2,4
31,-1.217572063808841,-0.27300849491958107,0.6871298574603485,0.14145222877469343,-0.9248266620549408,0,1,0.9849420451757676,0,-0.03244190864695442,0,-0.7177468233825309,0.0,1,0,1
32,-1.010433819538177,0.24001107611090047,1.3786856721346121,0.538937990475286,0.8293969002647495,0,0,-0.31633078816391447,0,-0.024444308206654965,0,-0.49489134991549144,0.0,1,1,3
33,-1.3522119225847726,0.3426149903169967,0.3413519501232166,-1.2258476714090278,0.8293969002647495,1,1,-1.1421041777545031,0,-0.03788227353126126,1,-0.240199380238875,0.0,0,2,4
